tenure1,tenure2,runs,mean_gap,min_gap,median_gap,std_gap,mean_iterations,mean_candidates,mean_feasibility,file
2,12,100,4.69634148,1.097561,4.512195,1.91182634,34103.54,2052704014,25556102.64,E100_1000.1_r50_lk_ts_t2_t12_ite10.res
2,13,100,4.75000004,1.097561,4.695122,1.957627987,36239.95,2112506972,23910987.51,E100_1000.1_r50_lk_ts_t2_t13_ite10.res
2,14,100,4.75243905,1.097561,4.512195,1.957020137,38389.84,2166474050,23162158.28,E100_1000.1_r50_lk_ts_t2_t14_ite10.res
2,15,100,4.69390246,1.097561,4.5731705,1.904899131,40476.24,2206812661,22303340.42,E100_1000.1_r50_lk_ts_t2_t15_ite10.res
2,16,100,4.82317074,1.097561,4.756098,1.975959149,42551.59,2239141273,21648089.63,E100_1000.1_r50_lk_ts_t2_t16_ite10.res
2,17,100,4.83902442,1.097561,4.8170735,1.97348714,44592.75,2259086751,20849259.27,E100_1000.1_r50_lk_ts_t2_t17_ite10.res
2,18,53,4.811320736,1.219512,4.756098,2.006083485,46591.13208,2295896299,20250138.02,E100_1000.1_r50_lk_ts_t2_t18_ite10.res
2,1,100,4.8353659,0.853659,4.878049,2.027293717,15214.9,1107291410,39461769.31,E100_1000.1_r50_lk_ts_t2_t1_ite10.res
2,2,100,4.9073171,0.97561,4.878049,2.066393254,17117.63,1244194106,37648121.77,E100_1000.1_r50_lk_ts_t2_t2_ite10.res
2,3,100,4.74024394,0.853659,4.8170735,2.037883124,18058.96,1308466604,37312490.18,E100_1000.1_r50_lk_ts_t2_t3_ite10.res
2,4,100,4.68292688,1.097561,4.512195,1.935449923,18987.39,1375800241,35125175.03,E100_1000.1_r50_lk_ts_t2_t4_ite10.res
2,5,100,4.55000005,1.097561,4.390244,1.880069372,21020.91,1488670325,33137654.58,E100_1000.1_r50_lk_ts_t2_t5_ite10.res
2,6,100,4.5646342,1.097561,4.390244,1.909527401,22886.64,1591888128,31754343.66,E100_1000.1_r50_lk_ts_t2_t6_ite10.res
2,7,100,4.57804884,1.097561,4.390244,1.913469832,24055.66,1646884037,30493805.23,E100_1000.1_r50_lk_ts_t2_t7_ite10.res
2,8,100,4.67073172,1.097561,4.4512195,1.88539979,25720.26,1720382093,29696013.37,E100_1000.1_r50_lk_ts_t2_t8_ite10.res
2,9,100,4.60365856,1.097561,4.390244,1.909615544,27730.49,1805574979,28349562.7,E100_1000.1_r50_lk_ts_t2_t9_ite10.res
4,10,100,4.3280488,1.097561,4.268293,1.581285613,29380.58,1852014640,27462224.11,E100_1000.1_r50_lk_ts_t4_t10_ite10.res
4,11,100,4.3792683,1.097561,4.207317,1.678575416,31566.93,1937613763,26387801.98,E100_1000.1_r50_lk_ts_t4_t11_ite10.res
4,12,100,4.48536586,1.097561,4.3292685,1.763886999,33632.85,2017689631,25803790.03,E100_1000.1_r50_lk_ts_t4_t12_ite10.res
4,13,100,4.65121953,1.097561,4.5731705,1.835050373,36079.24,2092995697,24345661.34,E100_1000.1_r50_lk_ts_t4_t13_ite10.res
4,14,100,4.66585366,1.097561,4.512195,1.897956511,38432.9,2161892898,23337421.88,E100_1000.1_r50_lk_ts_t4_t14_ite10.res
4,15,100,4.62560975,1.097561,4.4512195,1.851775361,40194.9,2193980858,22381547.5,E100_1000.1_r50_lk_ts_t4_t15_ite10.res
4,16,100,4.76829272,1.097561,4.634146,1.93797086,41859.85,2217517274,21991368.55,E100_1000.1_r50_lk_ts_t4_t16_ite10.res
4,17,100,4.77195124,1.097561,4.634146,1.878547454,43929.2,2241653126,20584926.58,E100_1000.1_r50_lk_ts_t4_t17_ite10.res
4,18,100,4.78048782,1.097561,4.695122,1.918689805,45940.52,2276585681,20023859.85,E100_1000.1_r50_lk_ts_t4_t18_ite10.res
4,19,100,4.77439027,1.097561,4.5731705,1.975959143,48183.86,2302323509,19278099.68,E100_1000.1_r50_lk_ts_t4_t19_ite10.res
4,1,100,4.34390242,1.097561,4.146341,1.691119058,15162.76,1072301029,42324355.69,E100_1000.1_r50_lk_ts_t4_t1_ite10.res
4,20,100,4.88536587,1.097561,4.695122,2.047529209,49639.87,2301244453,18887678.17,E100_1000.1_r50_lk_ts_t4_t20_ite10.res
4,21,100,4.8695122,1.097561,4.756098,1.977849738,51560.87,2315905697,18552701.62,E100_1000.1_r50_lk_ts_t4_t21_ite10.res
4,22,100,4.96707319,1.097561,4.878049,2.045329559,52617.14,2296610591,18134664.95,E100_1000.1_r50_lk_ts_t4_t22_ite10.res
4,23,100,4.94512195,1.097561,4.756098,2.071639431,55502.64,2318639280,17675894.43,E100_1000.1_r50_lk_ts_t4_t23_ite10.res
4,24,100,4.95121951,1.097561,4.756098,2.069072647,57902.55,2322915323,17118574.22,E100_1000.1_r50_lk_ts_t4_t24_ite10.res
4,25,100,4.99512196,1.097561,4.8170735,2.08829029,59116.09,2302215235,17060368.06,E100_1000.1_r50_lk_ts_t4_t25_ite10.res
4,26,100,5.00487805,1.097561,4.8170735,2.093750294,61814.49,2304267447,16588229.83,E100_1000.1_r50_lk_ts_t4_t26_ite10.res
4,27,100,4.99024391,1.097561,4.8170735,2.092010383,63732.96,2276097667,16204327.24,E100_1000.1_r50_lk_ts_t4_t27_ite10.res
4,28,100,4.98292683,1.097561,4.8170735,2.07834664,65993.49,2266446559,15918847.32,E100_1000.1_r50_lk_ts_t4_t28_ite10.res
4,29,100,5.04512196,1.097561,4.878049,2.115643579,69224.27,2260189140,15610424.65,E100_1000.1_r50_lk_ts_t4_t29_ite10.res
4,2,100,4.24024389,0.97561,4.2682925,1.576562676,16382.83,1159592417,37681073.42,E100_1000.1_r50_lk_ts_t4_t2_ite10.res
4,30,100,5.04512196,1.097561,4.878049,2.115643579,72960.59,2248742207,15167294.54,E100_1000.1_r50_lk_ts_t4_t30_ite10.res
4,3,100,4.1012195,1.097561,4.0853655,1.457722201,18476.87,1309140554,35775531.26,E100_1000.1_r50_lk_ts_t4_t3_ite10.res
4,4,100,4.16097563,1.097561,4.146341,1.602497998,19765.05,1383769049,34578182.22,E100_1000.1_r50_lk_ts_t4_t4_ite10.res
4,5,100,4.00000005,1.097561,3.902439,1.472318326,21270.38,1465335764,32964476.35,E100_1000.1_r50_lk_ts_t4_t5_ite10.res
4,6,100,4.12560983,1.097561,4.02439,1.522090388,22382.62,1522719105,31319311.94,E100_1000.1_r50_lk_ts_t4_t6_ite10.res
4,7,100,4.16097561,1.097561,4.02439,1.550372773,23710.43,1595421706,31028030.93,E100_1000.1_r50_lk_ts_t4_t7_ite10.res
4,8,100,4.21829271,1.097561,4.02439,1.545308068,25314.4,1670541626,29691754.22,E100_1000.1_r50_lk_ts_t4_t8_ite10.res
4,9,100,4.20000003,1.097561,4.0853655,1.519152862,27067.57,1747875857,29056953.45,E100_1000.1_r50_lk_ts_t4_t9_ite10.res
5,10,100,4.30000003,1.097561,4.268293,1.586229824,29597.43,1847322344,27200046.4,E100_1000.1_r50_lk_ts_t5_t10_ite10.res
5,11,100,4.37804878,1.097561,4.390244,1.634907309,31484.12,1926899416,26921703.55,E100_1000.1_r50_lk_ts_t5_t11_ite10.res
5,12,100,4.5646342,1.097561,4.5731705,1.711118742,33861.4,2009589749,25410522.24,E100_1000.1_r50_lk_ts_t5_t12_ite10.res
5,13,100,4.57804881,1.097561,4.695122,1.707705899,36029,2075517963,24279278.68,E100_1000.1_r50_lk_ts_t5_t13_ite10.res
5,14,100,4.62560977,1.097561,4.634146,1.886575042,38016.5,2120182902,22874990.59,E100_1000.1_r50_lk_ts_t5_t14_ite10.res
5,15,100,4.76219516,1.097561,4.756098,1.862946535,40035.32,2162259307,21931718.1,E100_1000.1_r50_lk_ts_t5_t15_ite10.res
5,16,100,4.74390245,1.097561,4.756098,1.695086921,42509.43,2222866805,21187239.29,E100_1000.1_r50_lk_ts_t5_t16_ite10.res
5,17,100,4.6390244,1.097561,4.634146,1.763064084,43941.64,2238819797,20456771.16,E100_1000.1_r50_lk_ts_t5_t17_ite10.res
5,18,54,4.733514056,1.219512,4.695122,1.914207455,45987.38889,2282464193,19488205.07,E100_1000.1_r50_lk_ts_t5_t18_ite10.res
5,1,100,4.0146341,1.097561,3.9634145,1.473509519,14734.3,1028584229,43525916.39,E100_1000.1_r50_lk_ts_t5_t1_ite10.res
5,2,100,3.68658535,0.243902,3.658537,1.419736491,16106.08,1125881053,38167356.13,E100_1000.1_r50_lk_ts_t5_t2_ite10.res
5,3,100,3.73048781,1.097561,3.658537,1.369128886,18101.35,1263791580,36539878.28,E100_1000.1_r50_lk_ts_t5_t3_ite10.res
5,4,100,3.76585368,0.609756,3.8414635,1.387026589,19439.36,1343127700,34505351,E100_1000.1_r50_lk_ts_t5_t4_ite10.res
5,5,100,3.96463417,1.097561,3.780488,1.539308086,20858.84,1424915351,32915435.81,E100_1000.1_r50_lk_ts_t5_t5_ite10.res
5,6,100,3.85731711,1.097561,3.7195125,1.476969223,22319.62,1509477742,32009452.43,E100_1000.1_r50_lk_ts_t5_t6_ite10.res
5,7,100,3.97073173,1.097561,3.902439,1.356587889,23896.84,1592392541,30602847.72,E100_1000.1_r50_lk_ts_t5_t7_ite10.res
5,8,100,4.08292685,1.097561,3.9634145,1.520552496,25341.33,1656949237,29713269.25,E100_1000.1_r50_lk_ts_t5_t8_ite10.res
5,9,100,4.12195124,1.097561,4.268293,1.501315881,26918.4,1736155117,29051763.44,E100_1000.1_r50_lk_ts_t5_t9_ite10.res
7,10,100,3.87439026,0.97561,3.8414635,1.374031285,29179.69,1809884062,26783454.92,E100_1000.1_r50_lk_ts_t7_t10_ite10.res
7,11,100,3.98780486,1.097561,3.9634145,1.457293997,31087.65,1884921567,25569686.68,E100_1000.1_r50_lk_ts_t7_t11_ite10.res
7,12,100,4.18292685,1.097561,4.146341,1.468384836,33245.65,1958266482,24351865.32,E100_1000.1_r50_lk_ts_t7_t12_ite10.res
7,13,100,4.20000002,1.097561,3.9634145,1.514299666,35171.1,2021583302,23590066.37,E100_1000.1_r50_lk_ts_t7_t13_ite10.res
7,14,100,4.36219509,1.097561,4.146341,1.633745004,37393.11,2078787640,22286813.93,E100_1000.1_r50_lk_ts_t7_t14_ite10.res
7,15,100,4.57682926,1.097561,4.512195,1.683522535,39639.89,2129367642,21325602.13,E100_1000.1_r50_lk_ts_t7_t15_ite10.res
7,16,100,4.49268293,1.097561,4.268293,1.735653337,40735.33,2150697811,21176760.97,E100_1000.1_r50_lk_ts_t7_t16_ite10.res
7,17,100,4.64024393,1.097561,4.5731705,1.743223523,42827.54,2188354259,20027846.42,E100_1000.1_r50_lk_ts_t7_t17_ite10.res
7,18,100,4.69634149,1.097561,4.756098,1.743061495,44481.89,2210533855,19802104.51,E100_1000.1_r50_lk_ts_t7_t18_ite10.res
7,19,100,4.82195123,0.121951,4.8170735,1.977938237,46478.49,2250442824,18978379.68,E100_1000.1_r50_lk_ts_t7_t19_ite10.res
7,1,100,3.59878049,0.97561,3.414634,1.294038971,14004.31,955948531.4,45653177.56,E100_1000.1_r50_lk_ts_t7_t1_ite10.res
7,20,100,4.85731709,1.097561,4.878049,1.83873342,47913.88,2254185251,18651970.08,E100_1000.1_r50_lk_ts_t7_t20_ite10.res
7,21,100,4.88048784,1.097561,4.878049,1.893547497,49547.18,2272230439,18238302.98,E100_1000.1_r50_lk_ts_t7_t21_ite10.res
7,22,100,4.94878051,1.097561,4.878049,1.937868539,51129.03,2276461485,18061535.77,E100_1000.1_r50_lk_ts_t7_t22_ite10.res
7,23,100,4.98658538,1.097561,4.878049,2.044891779,53103.82,2289321565,17491965.15,E100_1000.1_r50_lk_ts_t7_t23_ite10.res
7,24,100,4.99634149,1.097561,4.9390245,2.005995072,54893.69,2293701296,17162068.91,E100_1000.1_r50_lk_ts_t7_t24_ite10.res
7,25,100,4.95731708,1.097561,4.878049,1.981577033,56658.59,2292783691,16945591.52,E100_1000.1_r50_lk_ts_t7_t25_ite10.res
7,26,100,4.997561,1.097561,4.9390245,2.062307972,58050.94,2280433817,16683071.38,E100_1000.1_r50_lk_ts_t7_t26_ite10.res
7,27,100,5.04146344,1.097561,5,2.059263836,60435.11,2298291498,16406159.87,E100_1000.1_r50_lk_ts_t7_t27_ite10.res
7,28,100,5.08048783,1.097561,5,2.10200663,62799.26,2294201363,16063360.42,E100_1000.1_r50_lk_ts_t7_t28_ite10.res
7,29,100,5.08048783,1.097561,5,2.10200663,65890.49,2276267524,15703410.61,E100_1000.1_r50_lk_ts_t7_t29_ite10.res
7,2,100,3.3804878,1.097561,3.2317075,1.230558492,16215.79,1113599452,40345390.92,E100_1000.1_r50_lk_ts_t7_t2_ite10.res
7,30,100,5.08048783,1.097561,5,2.10200663,68493.42,2266181338,15254418.57,E100_1000.1_r50_lk_ts_t7_t30_ite10.res
7,3,100,3.39390247,0.97561,3.170732,1.278806688,17854.63,1223577623,37116500.67,E100_1000.1_r50_lk_ts_t7_t3_ite10.res
7,4,100,3.5414634,0.731707,3.536585,1.111220436,18944.67,1292204195,35040446.36,E100_1000.1_r50_lk_ts_t7_t4_ite10.res
7,5,100,3.5097561,1.097561,3.414634,1.273217568,20641.42,1395211936,33439795.06,E100_1000.1_r50_lk_ts_t7_t5_ite10.res
7,6,100,3.49268295,0.853659,3.414634,1.209185146,22416.27,1498257411,31409824.01,E100_1000.1_r50_lk_ts_t7_t6_ite10.res
7,7,100,3.73902442,1.097561,3.658537,1.316906585,23851.29,1568322593,30132602.36,E100_1000.1_r50_lk_ts_t7_t7_ite10.res
7,8,100,3.77682927,1.097561,3.658537,1.211659233,25689.04,1659217676,29026522.44,E100_1000.1_r50_lk_ts_t7_t8_ite10.res
7,9,100,3.81585365,1.097561,3.902439,1.32736836,27316.74,1736172566,28311656.95,E100_1000.1_r50_lk_ts_t7_t9_ite10.res
8,10,100,3.84878047,1.097561,3.8414635,1.291927297,29300.69,1807546666,25966775.98,E100_1000.1_r50_lk_ts_t8_t10_ite10.res
8,11,100,3.93536587,1.097561,3.780488,1.33858849,31050.71,1872401817,25340724.37,E100_1000.1_r50_lk_ts_t8_t11_ite10.res
8,12,100,4.04756097,1.097561,4.02439,1.442185552,33152.39,1949428062,23955110.42,E100_1000.1_r50_lk_ts_t8_t12_ite10.res
8,13,100,4.10243901,1.097561,4.02439,1.401704542,35039.75,2015908246,22907265.77,E100_1000.1_r50_lk_ts_t8_t13_ite10.res
8,14,100,4.34024393,1.097561,4.207317,1.637440933,36865.83,2055290562,22420522.95,E100_1000.1_r50_lk_ts_t8_t14_ite10.res
8,15,100,4.1780488,1.097561,4.02439,1.452349983,38902.36,2111467580,21271715.02,E100_1000.1_r50_lk_ts_t8_t15_ite10.res
8,16,100,4.41219515,1.097561,4.268293,1.680747369,40346.13,2121897852,20875330.7,E100_1000.1_r50_lk_ts_t8_t16_ite10.res
8,17,100,4.51951222,1.097561,4.268293,1.738083767,42284.06,2161291335,20037775.05,E100_1000.1_r50_lk_ts_t8_t17_ite10.res
8,18,54,4.342818426,1.219512,4.2682925,1.577721767,43253.94444,2185867120,19812594.81,E100_1000.1_r50_lk_ts_t8_t18_ite10.res
8,1,100,3.51585364,0.97561,3.536585,1.235064024,13409.84,907516037.5,47270640.88,E100_1000.1_r50_lk_ts_t8_t1_ite10.res
8,2,100,3.30609753,1.097561,3.292683,1.080788747,16051.37,1096149866,40761175.82,E100_1000.1_r50_lk_ts_t8_t2_ite10.res
8,3,100,3.30121952,0.365854,3.292683,1.241396993,17355.53,1183947375,38211728.4,E100_1000.1_r50_lk_ts_t8_t3_ite10.res
8,4,100,3.20731708,0.365854,3.170732,1.261830412,19058.3,1293785223,35191705.1,E100_1000.1_r50_lk_ts_t8_t4_ite10.res
8,5,100,3.32682931,1.097561,3.2317075,1.27351244,20451.65,1377077778,33251086.48,E100_1000.1_r50_lk_ts_t8_t5_ite10.res
8,6,100,3.36951218,0.731707,3.292683,1.237567087,22573.47,1497222681,31319923.55,E100_1000.1_r50_lk_ts_t8_t6_ite10.res
8,7,100,3.48292683,1.097561,3.3536585,1.24744075,23879.23,1560068249,29227239.19,E100_1000.1_r50_lk_ts_t8_t7_ite10.res
8,8,100,3.7597561,1.097561,3.780488,1.301050308,25474.59,1635087549,28093255.53,E100_1000.1_r50_lk_ts_t8_t8_ite10.res
8,9,100,3.74756094,0.243902,3.7195125,1.332063522,27054.58,1707960699,27802896.82,E100_1000.1_r50_lk_ts_t8_t9_ite10.res
